index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
5870,5870,"263,2924,2938,3742,1866","5.0,5.0,5.0,5.0,1.0","1407888000,1487462400,1487462400,1487462400,1487462400"
4559,4559,"1507,1703,910,2385,39,1342","5.0,4.0,5.0,5.0,5.0,5.0","1488153600,1488153600,1488153600,1488153600,1488153600,1488153600"
9593,9593,"2271,222,209,615,192","5.0,4.0,5.0,1.0,5.0","1398816000,1402531200,1402531200,1403481600,1403568000"
2102,2102,"381,438,184,204,1143,445,1333,1199,2002","5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0","1405900800,1409702400,1412380800,1425427200,1425427200,1425945600,1435449600,1435449600,1435449600"
8540,8540,"1408,2637,1268,156,35,37,526","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1483920000,1500940800,1527033600,1527033600,1527033600,1527033600,1527033600"
4188,4188,"324,493,123,106,109,499","5.0,5.0,5.0,5.0,5.0,5.0","1470009600,1470009600,1470009600,1470009600,1470009600,1470009600"
2339,2339,"525,761,1700,4419,1913,885,2299,2514,2391","5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0","1485734400,1485734400,1485734400,1489104000,1489104000,1489104000,1489104000,1489104000,1489104000"
2985,2985,"150,4616,2978,4615,2039,150,39,2678,4410,3302,2030,248,4738,2031,3354,1169,2985,942,3036,113,3358,1390,4133","4.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,5.0,1.0","1481155200,1481241600,1481414400,1481414400,1481932800,1481932800,1481932800,1481932800,1484438400,1484870400,1485820800,1486512000,1486684800,1488844800,1488844800,1488844800,1488844800,1488844800,1488844800,1488844800,1496620800,1496620800,1519689600"
9497,9497,"2462,932,1987,2616,3036","5.0,4.0,4.0,5.0,5.0","1449878400,1462838400,1462838400,1462838400,1462838400"
6825,6825,"2149,2672,2234,2034,3010,409,1215,2108,2771,1665,508,2167,3067,2836,2028","4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0","1447977600,1447977600,1447977600,1447977600,1447977600,1448150400,1449100800,1449100800,1449100800,1450137600,1450310400,1450310400,1450396800,1450569600,1450569600"
2557,2557,"947,3451,1831,2314,386","5.0,5.0,5.0,5.0,5.0","1518998400,1518998400,1518998400,1518998400,1518998400"
12676,12676,"2627,1467,2083,165,3981,3763,3516","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1500508800,1500508800,1500508800,1501804800,1501804800,1501804800,1501804800"
3849,3849,"4880,4844,1197,721,2251,1537","2.0,5.0,3.0,5.0,4.0,5.0","1498780800,1516492800,1516492800,1516492800,1516492800,1526083200"
11083,11083,"4235,1085,46,437,2583","5.0,5.0,5.0,5.0,5.0","1479859200,1479859200,1479859200,1479859200,1516492800"
10393,10393,"885,1095,1919,1749,288,4477","3.0,5.0,4.0,4.0,5.0,5.0","1457308800,1457308800,1457308800,1457308800,1457308800,1514505600"
11586,11586,"383,1917,1891,401,526,1448,3950","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1488153600,1488153600,1488153600,1488153600,1488153600,1488153600,1488153600"
13001,13001,"836,2840,4084,4235,406","2.0,5.0,5.0,5.0,5.0","1520380800,1520380800,1520380800,1520380800,1520380800"
67,67,"4235,157,249,4327,3924,3593,2996","1.0,1.0,5.0,5.0,1.0,5.0,5.0","1505347200,1505347200,1505347200,1505347200,1505347200,1505347200,1505347200"
6922,6922,"4040,2939,4096,2040,3623","5.0,5.0,5.0,5.0,5.0","1466294400,1466294400,1466294400,1521417600,1522022400"
6493,6493,"8,246,571,327,1756,1139,892,136","4.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0","1405641600,1425427200,1425427200,1430438400,1469318400,1477440000,1487376000,1523232000"
2006,2006,"980,877,1262,849,15","5.0,5.0,5.0,5.0,5.0","1412812800,1430956800,1436659200,1444435200,1462492800"
5689,5689,"3431,1331,4440,4888,4527,2540","5.0,5.0,5.0,5.0,5.0,5.0","1483660800,1487289600,1487289600,1507680000,1509062400,1528329600"
11442,11442,"2281,1114,1195,3407,1592,1589,863,3056,672,600,1151,1591,3200","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0","1243641600,1455235200,1455235200,1455235200,1467676800,1467676800,1467676800,1467676800,1467676800,1468022400,1468022400,1468022400,1479772800"
2074,2074,"1267,4288,4113,4550,4570,1346,682,1920","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1482105600,1487462400,1487462400,1487462400,1487462400,1488412800,1488412800,1490054400"
10813,10813,"3330,2833,1425,3509,1957","5.0,3.0,5.0,5.0,5.0","1453939200,1466899200,1495152000,1516060800,1516060800"
6416,6416,"2977,1893,3496,928,2306","5.0,5.0,5.0,5.0,5.0","1482278400,1482278400,1482883200,1482883200,1482883200"
11318,11318,"150,4615,3734,463,3723","5.0,3.0,5.0,5.0,5.0","1484784000,1487203200,1495238400,1495238400,1495238400"
7732,7732,"2467,2847,2846,421,2466","5.0,5.0,5.0,5.0,5.0","1435276800,1489536000,1489536000,1503187200,1506816000"
11354,11354,"1810,1768,3332,2754,3712,4574","4.0,4.0,4.0,3.0,4.0,4.0","1439769600,1445990400,1445990400,1457481600,1457481600,1481241600"
1630,1630,"4593,2039,1268,3010,383,1699","5.0,5.0,5.0,5.0,5.0,5.0","1490054400,1490054400,1490054400,1490400000,1492905600,1492905600"
7553,7553,"3513,3499,1257,4327,1203,4572,4512","5.0,5.0,5.0,5.0,5.0,4.0,3.0","1485302400,1485302400,1518307200,1518307200,1522713600,1522713600,1537315200"
4274,4274,"756,417,1029,947,1351,1032","5.0,4.0,5.0,5.0,5.0,4.0","1433289600,1433548800,1433548800,1434758400,1438387200,1438387200"
9053,9053,"2290,1408,99,1831,150,2977,248,2058,581,1406,1150,302","5.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0","1460332800,1460332800,1460332800,1461369600,1461369600,1461369600,1461369600,1480982400,1480982400,1480982400,1480982400,1480982400"
9566,9566,"997,3692,4505,2649,2251,4143,998","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1529798400,1529798400,1529798400,1529798400,1529798400,1529798400,1529798400"
12242,12242,"3100,2564,102,1794,1639,2140,2873,19,560,31","5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1461024000,1461024000,1478649600,1487030400,1487721600,1490054400,1500854400,1500854400,1500854400,1501632000"
12800,12800,"18,317,285,497,2678","5.0,5.0,5.0,5.0,5.0","1412208000,1412208000,1412208000,1412208000,1519689600"
10618,10618,"2841,2948,1309,1866,584","4.0,5.0,5.0,5.0,4.0","1458432000,1458432000,1464825600,1464825600,1464825600"
12985,12985,"2149,892,1988,710,1639,4182,4020,2987,1416,1998,893,4049,1990,1976,3300,46,3681,4413,2020,1117,2339","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0","1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1500163200,1500163200,1500163200,1500163200,1519948800"
9373,9373,"1151,1579,335,2479,2974,3755,1225,4138,510,650,1883,3324,1085,4573,642,1754,1867,3821,1556,735,4513,1990,2006,3115,4640,811,501,4211,1871,949,851,3527,422,4278","5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,5.0","1473811200,1473811200,1473811200,1475798400,1480291200,1480291200,1480291200,1481155200,1481587200,1487203200,1487203200,1487203200,1487203200,1487203200,1488326400,1488931200,1489449600,1489449600,1490227200,1490227200,1491523200,1491523200,1492646400,1492646400,1492992000,1493596800,1493596800,1494460800,1494460800,1496188800,1500249600,1500940800,1501027200,1516838400"
3023,3023,"2054,597,491,354,1203","4.0,4.0,5.0,5.0,5.0","1437523200,1437523200,1437523200,1443139200,1443139200"
6721,6721,"374,2086,160,1743,3300","4.0,5.0,3.0,5.0,4.0","1447804800,1447804800,1447804800,1451865600,1501113600"
10132,10132,"1457,192,2418,2263,3413,922,1555","5.0,5.0,5.0,5.0,4.0,5.0,4.0","1440374400,1443830400,1443830400,1445385600,1450915200,1450915200,1457913600"
1596,1596,"170,15,861,156,1833,1209,1266","5.0,3.0,5.0,5.0,5.0,5.0,5.0","1447891200,1447891200,1447891200,1447891200,1447891200,1447891200,1447891200"
3145,3145,"267,822,392,2356,3648,3514","5.0,5.0,5.0,5.0,5.0,5.0","1439078400,1439078400,1439078400,1452729600,1454716800,1522022400"
10472,10472,"2218,1726,3554,2693,1382,3555,1000,3145,3210,2240,251,4038,1143,519,3951,2544,157,3962,4002,945,3279,3126,3510,1209,175,2929,2232,317,2415,3046,2964,2846,2414,1388,2593,3236,1371,3950","5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1442534400,1449014400,1449014400,1449014400,1449014400,1449532800,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1454284800,1459296000,1459296000,1459296000,1459296000,1459296000,1459296000,1459296000,1459296000,1459296000,1460678400,1461024000,1461024000,1461110400,1461110400,1461110400,1461110400,1463616000,1463702400,1463702400,1465948800,1465948800,1465948800,1473897600,1473897600"
1901,1901,"3702,522,1023,470,2696,4284","5.0,5.0,4.0,5.0,5.0,5.0","1484265600,1484524800,1488931200,1488931200,1493078400,1493078400"
13073,13073,"2249,3476,3773,3300,4235,2253,3496,589,1344,870,4833,4512,2786,4063","5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0","1502668800,1502668800,1502668800,1502668800,1502668800,1502668800,1502668800,1526256000,1526256000,1526256000,1535414400,1535414400,1535414400,1535414400"
1155,1155,"1290,1474,2054,2456,1375,2055","5.0,1.0,5.0,5.0,5.0,1.0","1491091200,1491091200,1491091200,1491091200,1491091200,1491091200"
1761,1761,"910,354,156,8,1058,149,231","3.0,2.0,3.0,5.0,5.0,4.0,5.0","1437004800,1437004800,1439596800,1439596800,1439596800,1439596800,1439596800"
12295,12295,"4235,1408,1150,1,2977,386,680","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1507075200,1507075200,1507075200,1507075200,1507075200,1507075200,1507075200"
12237,12237,"247,150,326,3,133","5.0,5.0,5.0,5.0,5.0","1430179200,1430179200,1434585600,1434585600,1434585600"
5823,5823,"4317,109,589,2028,310,137,597,1466","5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0","1462406400,1464566400,1464566400,1464566400,1464566400,1464566400,1464566400,1464566400"
9191,9191,"46,125,335,543,168,4331","3.0,4.0,5.0,4.0,5.0,4.0","1413676800,1415232000,1415750400,1416182400,1420502400,1487548800"
13064,13064,"4694,892,3505,4866,3038","5.0,5.0,3.0,5.0,2.0","1499644800,1501977600,1501977600,1521417600,1527379200"
9196,9196,"4085,115,1369,3516,500","3.0,5.0,5.0,5.0,2.0","1519776000,1519776000,1519776000,1519776000,1519776000"
3804,3804,"2153,3901,3896,3929,3594,3832","5.0,5.0,5.0,5.0,5.0,5.0","1490745600,1490745600,1490745600,1490745600,1490745600,1501372800"
3805,3805,"3996,1867,3997,1367,1892,1128,4574","5.0,2.0,5.0,5.0,5.0,5.0,5.0","1471392000,1479772800,1479772800,1479772800,1485302400,1501027200,1502496000"
8131,8131,"1917,1354,225,3257,2180,1442,1462,1463,954,1356,1638,1417,3573,2044,2795","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1466726400,1468195200,1468195200,1468195200"
4519,4519,"8,4554,1838,58,489,1827","5.0,3.0,5.0,5.0,5.0,5.0","1460851200,1471824000,1471824000,1471824000,1471824000,1471824000"
8431,8431,"4029,4009,508,1258,3022,1424,1909,1535,861,687,998","3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1487030400,1487030400,1487635200,1487635200,1487635200,1487635200,1487635200,1487635200,1487635200,1487635200,1487635200"
9787,9787,"408,1436,503,1871,410,347,2081,120,35,1437,3068,1424,3296,151,1941,1036,1400,893,4366,3746,2016,4870,4251","5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0","1438387200,1438387200,1438387200,1438387200,1438387200,1438387200,1438387200,1438387200,1438387200,1438387200,1480723200,1480723200,1480723200,1480723200,1480723200,1480723200,1480723200,1480723200,1480723200,1480809600,1483920000,1483920000,1497139200"
5497,5497,"1061,959,3290,2984,3916,2985,2964,2013,4639,408,2318,235,3343,3969","4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0","1460937600,1460937600,1462320000,1462320000,1463011200,1464998400,1464998400,1464998400,1465257600,1466035200,1475020800,1482105600,1484438400,1489795200"
7610,7610,"3963,3566,3507,411,3508,3068,3962,3069,39","2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0","1478131200,1478131200,1502928000,1502928000,1502928000,1502928000,1502928000,1502928000,1507939200"
8331,8331,"1174,1866,949,1521,1527,1860","4.0,3.0,4.0,4.0,3.0,4.0","1446940800,1446940800,1446940800,1446940800,1446940800,1447027200"
7795,7795,"248,317,1774,151,457","5.0,5.0,5.0,5.0,5.0","1438387200,1438387200,1438387200,1438387200,1443744000"
8721,8721,"496,492,96,3,15,2610,22,441","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1481587200,1481587200,1492560000,1492560000,1492560000,1492560000,1492560000,1492560000"
3553,3553,"2639,4374,4239,1094,2638","5.0,5.0,5.0,5.0,5.0","1524960000,1524960000,1524960000,1524960000,1524960000"
6274,6274,"1469,3551,1900,2692,2647,526","5.0,5.0,5.0,3.0,1.0,2.0","1465776000,1465776000,1465776000,1465776000,1466467200,1466985600"
9831,9831,"2271,4612,1382,4307,3208,1269","5.0,5.0,1.0,1.0,5.0,5.0","1471219200,1488844800,1491696000,1515110400,1515110400,1515110400"
12908,12908,"2988,2991,2982,2984,2266","5.0,5.0,5.0,5.0,5.0","1480636800,1480636800,1480636800,1480636800,1482364800"
953,953,"2265,624,391,2871,526","4.0,3.0,5.0,5.0,5.0","1489449600,1489449600,1489449600,1489449600,1489449600"
10079,10079,"4679,4287,3493,4484,4235,3102,4465,1374,4848,4271,1016","2.0,4.0,5.0,2.0,3.0,5.0,4.0,1.0,1.0,5.0,2.0","1483747200,1484524800,1485388800,1485993600,1486166400,1487635200,1487635200,1487980800,1488758400,1489536000,1491091200"
10217,10217,"194,337,209,91,214,195,88","5.0,5.0,5.0,5.0,4.0,5.0,5.0","1409184000,1409184000,1409184000,1409184000,1409184000,1409184000,1409443200"
12102,12102,"1150,2704,392,1289,120,15,1408","5.0,4.0,4.0,5.0,5.0,4.0,4.0","1525910400,1525910400,1525910400,1525910400,1525910400,1525910400,1525910400"
11319,11319,"1408,3300,1203,2937,2873,4268","5.0,4.0,5.0,4.0,5.0,5.0","1497916800,1497916800,1497916800,1497916800,1497916800,1497916800"
8034,8034,"508,4428,4629,4279,4372,3010","5.0,5.0,3.0,5.0,5.0,4.0","1492473600,1492473600,1492473600,1492473600,1492473600,1492473600"
1869,1869,"2224,4787,2579,2736,3654,2480","5.0,4.0,5.0,5.0,5.0,5.0","1475971200,1501545600,1504656000,1504656000,1516579200,1521849600"
6159,6159,"4365,3157,4180,149,2937,1982,408,2258","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1470528000,1470528000,1470528000,1470528000,1470528000,1470528000,1470528000,1470528000"
9640,9640,"1749,1476,2692,1703,1794,936,939,420,943,1660,1727,1719,885,1731,947,438","5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1451952000,1451952000,1451952000,1451952000,1451952000,1451952000,1451952000,1452556800,1452556800,1452729600,1452729600,1462233600,1462665600,1462665600,1463616000,1463702400"
7178,7178,"1345,499,951,501,8,1444,409,98","5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0","1431129600,1431388800,1432512000,1438905600,1440201600,1440201600,1440201600,1441756800"
12943,12943,"8,136,2791,53,58","5.0,5.0,5.0,5.0,5.0","1446508800,1446508800,1446508800,1446508800,1446508800"
11387,11387,"1069,1085,1124,288,1128","5.0,5.0,5.0,5.0,5.0","1484438400,1484438400,1484438400,1484438400,1484438400"
609,609,"2164,3937,463,3930,3132,1449,1298,505,1482,1294,43,1408,1297","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1506816000,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800,1506988800"
6897,6897,"4713,4708,893,4005,3826,4735","3.0,3.0,5.0,4.0,5.0,5.0","1481155200,1481155200,1481155200,1481760000,1481760000,1496534400"
8547,8547,"1930,1382,2124,2619,739,2981,2425,1436,1435,1208,2290,1391,2982,1638,1462,3710,4001,99,1423,1431,3010,1305,1853,4844,1417,561,2977,4291","3.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0","1443225600,1443225600,1443225600,1443225600,1443225600,1443225600,1443225600,1445385600,1445385600,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000,1487376000"
530,530,"2265,277,463,986,2068","3.0,5.0,5.0,4.0,5.0","1451952000,1451952000,1451952000,1451952000,1472256000"
12500,12500,"1115,1408,1660,435,2647,651","3.0,4.0,4.0,5.0,4.0,5.0","1508544000,1508544000,1508544000,1508544000,1508544000,1508544000"
924,924,"3808,137,943,4390,1398,4406,538,2626","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1481155200,1481155200,1481155200,1481155200,1481155200,1481155200,1481155200,1481155200"
11512,11512,"3626,1451,3022,1406,3539,4075,1667,1269,4644,1096,2137,1237,4163","5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0","1504742400,1505779200,1523836800,1523836800,1523836800,1523836800,1523836800,1524614400,1528329600,1528329600,1528329600,1528329600,1528329600"
2779,2779,"260,2097,2983,478,2198,1665,1985,2249,1428,947,1536,2265,592,986,1234,2678,2599,1874,949,2628,3727,2092,1364","5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0","1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600"
4037,4037,"3739,4678,750,3549,417,4677,4253,1009","4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1487462400,1487462400,1487462400,1488326400,1488326400,1488326400,1488326400,1488326400"
11399,11399,"2273,4844,4146,2033,2610,3,4835,560","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1447027200,1487635200,1487635200,1487635200,1490572800,1505174400,1505174400,1506816000"
7621,7621,"152,48,113,2281,2120,2740,3054","4.0,4.0,5.0,5.0,5.0,5.0,2.0","1284249600,1317600000,1437177600,1438560000,1462838400,1471651200,1475107200"
6631,6631,"84,114,313,748,1380,277","4.0,4.0,5.0,5.0,4.0,5.0","1441843200,1441843200,1441843200,1441843200,1441843200,1441843200"
1647,1647,"4579,3540,4221,4128,1701,3499,2938,1709,877,3351,406,403,1780,4513,1816,4677","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0","1490400000,1490400000,1492041600,1492041600,1492041600,1495497600,1495497600,1495497600,1495497600,1495497600,1495497600,1495497600,1495497600,1495497600,1495497600,1495497600"
3675,3675,"1408,2087,539,1406,3,4728,1536,3916,1428,1432,1365,1550","1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0","1481414400,1481414400,1481414400,1481414400,1481414400,1481414400,1481414400,1481414400,1481414400,1481587200,1481587200,1521676800"
764,764,"1176,1285,1180,682,446","1.0,5.0,5.0,5.0,3.0","1424217600,1429574400,1429574400,1429574400,1429574400"
2042,2042,"347,353,135,273,286,198,167,84,53,467,1285,346,193,344,1194,348,2465,442,1222,2173,1080,1074","5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0","1410739200,1410739200,1410739200,1410739200,1410739200,1410739200,1410739200,1410739200,1422230400,1422230400,1428796800,1428796800,1433462400,1433462400,1435881600,1435881600,1451692800,1451692800,1451692800,1458777600,1458777600,1461283200"
6300,6300,"1344,944,4438,3198,1023,1975","4.0,5.0,5.0,5.0,5.0,5.0","1484265600,1484265600,1484265600,1484265600,1484265600,1508630400"
4866,4866,"298,3740,288,139,2933","5.0,5.0,5.0,5.0,5.0","1488672000,1488672000,1488672000,1488672000,1488672000"
9608,9608,"2676,2512,2849,855,2148,1107,2150,2147,973,1289,1211,3022,1957,947","5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0","1460332800,1460332800,1460332800,1460332800,1460332800,1464998400,1464998400,1479772800,1503100800,1513468800,1513468800,1513468800,1513468800,1513468800"
11743,11743,"408,592,1455,1807,751,458,1364,3258,3219,3884,4375,896,2023,2164","5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0","1440374400,1443744000,1443744000,1443744000,1443744000,1446076800,1448236800,1452729600,1457308800,1460678400,1466640000,1467158400,1467158400,1471305600"
12092,12092,"4738,3916,2049,1348,2031,37","3.0,4.0,4.0,3.0,3.0,4.0","1521590400,1521590400,1521590400,1521590400,1527033600,1527033600"
1957,1957,"1866,3872,3822,4096,2456,2454,3415,3883,968,623,2166,3873,3878,3877,3876,347,3115","4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0","1466121600,1466121600,1466121600,1466121600,1466121600,1466121600,1481932800,1484870400,1494633600,1494633600,1494633600,1494633600,1494633600,1494633600,1494633600,1494633600,1494633600"
8992,8992,"2467,120,2010,494,39,1444,2002,2042,1230,383,237,3141,680,2786,415,3756,942,2792,2397,3664,1248,1943,3963,4063,2162,560,4738,2847,2512,4432,2583,3390,2006,4425,1281,1268,950,1271","5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0","1424217600,1427587200,1436745600,1441756800,1441756800,1441756800,1441756800,1441756800,1447286400,1447286400,1447286400,1466640000,1468540800,1468540800,1468540800,1470528000,1470528000,1470528000,1470528000,1475971200,1475971200,1477958400,1477958400,1480377600,1488240000,1488240000,1488240000,1489622400,1489622400,1490572800,1492387200,1501286400,1511481600,1511481600,1511481600,1512086400,1512086400,1528416000"
4717,4717,"3352,955,3342,3351,2702,1203,4639,354","5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0","1482019200,1482019200,1482019200,1482019200,1482019200,1489363200,1489363200,1489363200"
5855,5855,"3022,2591,2816,675,2527","2.0,1.0,5.0,5.0,5.0","1457654400,1457740800,1457740800,1457740800,1458518400"
10835,10835,"2862,3775,744,2937,3866,1150,4493,4239,128,2428,1425,94,4500,2986,19,294,1268,4496,8,521,3544,4163,4429,885,36,122,1764,317,31,2497,1880,2891,1719,652","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1489017600,1489017600,1489017600,1490572800,1490572800,1490572800,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1519689600,1532563200,1532563200,1532563200,1532563200,1532563200"
6629,6629,"397,817,500,84,501,1367,463,2988,2058,942,2083,150,538,3890,3001,3885,1203,3022,3551,302,31,1356,478,1344","5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1422835200,1422835200,1427068800,1427068800,1427068800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800"
12496,12496,"113,149,2369,2456,456,1444,2996,231,2052,1117","4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0","1437523200,1437523200,1485388800,1485388800,1485388800,1485388800,1485388800,1493164800,1493164800,1517270400"
8691,8691,"2302,3271,1948,3302,416","5.0,3.0,5.0,1.0,5.0","1482019200,1484092800,1484092800,1486080000,1511913600"
3861,3861,"348,638,404,1867,650,4036,1357,2849","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1431907200,1431907200,1456531200,1456531200,1472428800,1472428800,1487721600,1494979200"
58,58,"504,841,39,322,95,7,51,544,325,178,169,64,1308,2431,2160,1201,609,1942,1635,229,532,1208,2848,107,459,405,333,1309,3487,1348,3013,2604,3865,869,3745,2449,4144,2734,3569,3886,2978,1639,1424,4848,2292,2425,3282,2594,2771","5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0","1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1420070400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1438646400,1450742400,1456012800,1463961600,1463961600,1463961600,1463961600,1471132800,1478908800,1478908800,1478908800,1478908800,1483920000,1483920000,1483920000,1483920000,1492041600,1492041600,1492041600,1498867200,1498867200,1498867200"
6510,6510,"3465,699,697,4076,1844","4.0,5.0,5.0,4.0,5.0","1506729600,1506729600,1506729600,1507766400,1507766400"
