index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
6279,6279,"2851,3786,3617,3621,3690,2087,4163","4.0,3.0,5.0,5.0,3.0,4.0,5.0","1468972800,1477008000,1477008000,1480377600,1481500800,1506124800,1508112000"
2120,2120,"774,2637,3841,3010,3177","5.0,5.0,5.0,5.0,5.0","1518393600,1524096000,1524096000,1524096000,1524096000"
8123,8123,"3204,807,564,2382,2232","5.0,5.0,5.0,5.0,5.0","1432080000,1432080000,1452038400,1452038400,1452038400"
5409,5409,"463,442,446,444,438,2529,4238,359,2819,3973","5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0","1461456000,1461456000,1461456000,1461456000,1461456000,1461456000,1513900800,1513900800,1513900800,1531958400"
8141,8141,"797,2038,406,1778,532,3302","5.0,5.0,5.0,3.0,5.0,5.0","1394582400,1398384000,1406332800,1431820800,1501027200,1521158400"
7086,7086,"341,2480,1530,558,729,3880","5.0,5.0,5.0,5.0,5.0,5.0","1447459200,1447459200,1471824000,1492473600,1492473600,1510099200"
7830,7830,"414,3061,3908,1251,3279,2341","1.0,5.0,5.0,5.0,4.0,5.0","1471305600,1478131200,1491696000,1495411200,1513641600,1527206400"
7380,7380,"717,1303,1608,1219,1031,2177,763","5.0,5.0,3.0,5.0,5.0,5.0,5.0","1397952000,1401926400,1402358400,1402444800,1412380800,1412380800,1412380800"
3833,3833,"1945,3572,433,456,448,440,436,394,455,393,447","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1404432000,1404432000,1441843200,1441843200,1441843200,1441843200,1441843200,1441843200,1441843200,1441843200,1441843200"
3015,3015,"324,2489,577,1760,1870,903","5.0,5.0,5.0,5.0,5.0,5.0","1439596800,1439596800,1441411200,1452470400,1459987200,1459987200"
5190,5190,"532,679,994,409,281","4.0,5.0,5.0,5.0,5.0","1402704000,1469318400,1472774400,1500508800,1509321600"
6203,6203,"1617,447,455,436,433,448,440,3051,1677","5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0","1415491200,1427673600,1427673600,1427673600,1427673600,1427673600,1427673600,1450828800,1462838400"
5710,5710,"1807,697,624,365,2912,2321","5.0,5.0,5.0,5.0,5.0,5.0","1460592000,1465084800,1479686400,1479686400,1486771200,1514160000"
4102,4102,"3774,2410,4178,3386,4365","5.0,5.0,5.0,5.0,5.0","1462838400,1462838400,1462838400,1472688000,1536969600"
2460,2460,"800,1581,729,4083,4367,2444,3557","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1467676800,1467763200,1467763200,1467763200,1501459200,1501459200,1503619200"
6881,6881,"1246,2279,527,2279,1631,2344,2580,2581,3854,3147","4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0","1366848000,1418083200,1418083200,1418342400,1439596800,1439596800,1443484800,1443484800,1458172800,1469491200"
3820,3820,"1915,1315,3069,87,3269","5.0,2.0,1.0,1.0,1.0","1374019200,1433030400,1433116800,1484697600,1500163200"
4794,4794,"2465,2464,2466,2463,2203","5.0,5.0,5.0,5.0,3.0","1418428800,1418428800,1418428800,1418428800,1430611200"
8252,8252,"354,1925,2985,205,151","5.0,5.0,5.0,1.0,5.0","1430611200,1431388800,1437436800,1467417600,1484697600"
5446,5446,"1196,240,30,2940,3114","4.0,4.0,4.0,1.0,4.0","1404864000,1416960000,1417564800,1451952000,1473638400"
1437,1437,"1548,2650,978,3828,2894,4317","4.0,4.0,4.0,4.0,4.0,4.0","1339286400,1425513600,1516752000,1520380800,1520380800,1528588800"
8106,8106,"128,1626,3086,2112,3049,400,3105,1927,1914,1459","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1432425600,1437091200,1437091200,1437091200,1437091200,1437091200,1437091200,1437091200,1437091200,1437091200"
110,110,"3807,2255,1433,3300,1927,2451,3481","4.0,4.0,4.0,5.0,5.0,3.0,4.0","1389139200,1389139200,1392681600,1426982400,1427500800,1428364800,1488412800"
8339,8339,"2276,3804,2419,776,2451,4147,3304","4.0,5.0,1.0,5.0,5.0,5.0,5.0","1453420800,1453939200,1454198400,1474502400,1474502400,1517702400,1517702400"
7056,7056,"137,365,3360,4382,3575,2120,3660","5.0,5.0,3.0,5.0,5.0,5.0,5.0","1451865600,1515888000,1515888000,1515888000,1515888000,1518393600,1518393600"
2404,2404,"3954,2451,776,3246,1495","5.0,4.0,4.0,5.0,4.0","1460419200,1471910400,1471910400,1479600000,1483056000"
8075,8075,"899,3361,3085,3325,3326","3.0,5.0,5.0,5.0,5.0","1477612800,1489104000,1519257600,1530489600,1530489600"
8093,8093,"2036,3068,3425,3423,555","1.0,5.0,5.0,5.0,5.0","1485648000,1512432000,1512432000,1512432000,1512518400"
5203,5203,"2849,2629,1438,3264,894","4.0,5.0,2.0,5.0,5.0","1464566400,1473292800,1486684800,1486684800,1486684800"
6659,6659,"4144,2894,3279,2891,3660","3.0,5.0,4.0,5.0,5.0","1490486400,1493856000,1515801600,1515801600,1515801600"
7893,7893,"2462,3782,4022,1244,3331,4183,4217","5.0,5.0,4.0,4.0,3.0,5.0,5.0","1466899200,1469145600,1469145600,1502064000,1502064000,1502064000,1503360000"
3387,3387,"1066,2702,1259,1258,3982,3395","5.0,4.0,5.0,5.0,5.0,5.0","1412726400,1412726400,1412726400,1420502400,1492128000,1493251200"
5143,5143,"658,80,3765,2768,2193","3.0,4.0,5.0,5.0,4.0","1403308800,1438128000,1443916800,1447459200,1508544000"
2780,2780,"266,2188,947,2804,1862","5.0,5.0,4.0,5.0,5.0","1444176000,1454544000,1455235200,1458604800,1458604800"
7596,7596,"1055,2188,132,1233,4117,868","5.0,5.0,5.0,5.0,5.0,5.0","1405555200,1435622400,1436054400,1444608000,1477180800,1512086400"
4073,4073,"2584,1589,2622,2430,2741,1979,1823,1863,2355,1669,1977,1780,2560,151,3843,3401,3482,354","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0","1422748800,1422748800,1422748800,1422748800,1422748800,1422835200,1422835200,1425340800,1425340800,1425859200,1432166400,1455753600,1455753600,1455753600,1461628800,1461628800,1490313600,1511568000"
2865,2865,"1748,2746,631,199,1812,652","5.0,5.0,5.0,5.0,5.0,5.0","1407715200,1407715200,1407715200,1407715200,1407715200,1416096000"
7946,7946,"216,3807,2255,2577,1422","4.0,5.0,5.0,5.0,5.0","1411948800,1417996800,1417996800,1434153600,1440633600"
456,456,"3337,866,999,114,109,1728","5.0,5.0,5.0,5.0,5.0,5.0","1427932800,1427932800,1427932800,1427932800,1427932800,1427932800"
662,662,"2512,2514,370,721,2780","4.0,4.0,4.0,4.0,5.0","1413158400,1413158400,1413158400,1413158400,1413676800"
7236,7236,"3601,4079,2987,3253,879,309,585,584,387,4076,2212","4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1466899200,1504137600,1504137600,1505260800,1505260800,1507075200,1507075200,1507075200,1507075200,1507075200,1511136000"
3400,3400,"2367,2368,2370,1457,1426,1458","5.0,5.0,5.0,5.0,5.0,5.0","1452556800,1452556800,1452556800,1488758400,1488758400,1488758400"
1297,1297,"3473,2185,1421,1843,3347","5.0,5.0,5.0,5.0,5.0","1470960000,1470960000,1470960000,1470960000,1481760000"
2408,2408,"205,2993,364,205,523","5.0,5.0,5.0,4.0,5.0","1474156800,1475107200,1476835200,1479340800,1493164800"
5358,5358,"414,93,708,3696,3262","5.0,5.0,5.0,5.0,4.0","1409616000,1464652800,1478822400,1503705600,1512864000"
5918,5918,"2077,2949,1428,1386,1202,1385,3291,1106,1538,1965,2782,2199,3264,4178,3842,1375,3462,3542,1903,1904,628","1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1426896000,1442188800,1442188800,1442188800,1442188800,1442188800,1442188800,1442188800,1449100800,1449100800,1449100800,1449446400,1458777600,1462579200,1462579200,1462579200,1462579200,1462579200,1471996800,1471996800,1506297600"
3709,3709,"67,951,528,947,130,2366,2519,685","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1398038400,1423785600,1426636800,1430352000,1437782400,1444176000,1464220800,1509148800"
4538,4538,"1548,1490,2863,2862,1068,3476","5.0,3.0,5.0,3.0,5.0,4.0","1337731200,1386547200,1398902400,1404000000,1420243200,1496275200"
6896,6896,"1415,378,2210,1128,1245","5.0,5.0,5.0,5.0,5.0","1430697600,1444608000,1444608000,1444608000,1444608000"
5950,5950,"2255,3300,3114,2626,2330,254","5.0,5.0,3.0,5.0,5.0,5.0","1411344000,1438732800,1455148800,1465776000,1465776000,1465776000"
4647,4647,"34,34,4088,4088,1439,1389,2138,1288,1500,1783,2627","3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0","1409011200,1409011200,1409011200,1409011200,1415145600,1437091200,1439251200,1439251200,1439251200,1452556800,1452556800"
6499,6499,"430,4188,458,4051,2754,2670,3567","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1457049600,1473120000,1475712000,1475712000,1475712000,1475712000,1498176000"
3522,3522,"2451,776,1338,167,3540,4268","5.0,5.0,5.0,1.0,3.0,5.0","1488326400,1488326400,1489017600,1498867200,1502064000,1508630400"
2134,2134,"3222,3626,3637,3835,3691","3.0,5.0,5.0,4.0,4.0","1452211200,1456185600,1460937600,1460937600,1460937600"
100,100,"1907,192,2563,1471,2250","4.0,1.0,5.0,4.0,5.0","1423872000,1423872000,1471564800,1471564800,1471564800"
5178,5178,"2091,2004,1902,114,3907","2.0,3.0,3.0,3.0,3.0","1412812800,1442275200,1447718400,1478044800,1498608000"
7498,7498,"379,527,2735,798,3282","5.0,5.0,5.0,5.0,5.0","1434585600,1442016000,1461283200,1461283200,1462492800"
2443,2443,"370,1364,358,357,600","5.0,5.0,5.0,4.0,4.0","1382918400,1382918400,1388880000,1393459200,1393459200"
465,465,"2754,3275,2997,3089,2934,968","3.0,5.0,5.0,5.0,5.0,4.0","1488585600,1490486400,1498176000,1498176000,1498176000,1503273600"
430,430,"138,211,205,1320,497,1907,913,1450,8,1930,114","3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0","1370649600,1393286400,1400803200,1401840000,1401840000,1416528000,1421884800,1424131200,1428451200,1431648000,1435104000"
4861,4861,"1589,2394,1318,3392,1823","4.0,3.0,4.0,3.0,3.0","1450742400,1450742400,1450742400,1450742400,1450742400"
3007,3007,"353,165,511,1503,2477,1504,1638,426,46","5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0","1444089600,1449705600,1461283200,1474070400,1474070400,1474070400,1483401600,1492905600,1492905600"
7662,7662,"3616,3130,3318,3612,3613,3125,4179","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1509321600,1509753600,1520640000,1529020800,1529020800,1531612800,1534291200"
3207,3207,"3387,3041,4052,2395,1596,2450","3.0,5.0,5.0,5.0,5.0,5.0","1510099200,1510099200,1510099200,1510099200,1510099200,1510099200"
3779,3779,"2821,2902,3411,3382,3031,3309","5.0,5.0,2.0,4.0,4.0,5.0","1425427200,1430092800,1430092800,1430092800,1430092800,1454630400"
7722,7722,"3960,196,1886,1493,4190,3880","1.0,1.0,4.0,5.0,4.0,5.0","1368144000,1368144000,1443571200,1469664000,1493856000,1512086400"
175,175,"157,3085,2077,1026,2851,4377,1669,3784,3025","4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0","1433808000,1433808000,1433808000,1433808000,1433808000,1433808000,1433808000,1483315200,1486339200"
3855,3855,"2178,1484,1791,2149,3220,3054,3715,1284,3415,3414,3109,4169,2927,83,2039,3348,4246,4246,4246,3966,3967,4268","4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0","1384300800,1390608000,1395705600,1405468800,1414886400,1420675200,1442880000,1447891200,1456272000,1456358400,1462579200,1463011200,1464307200,1464739200,1465344000,1468022400,1474588800,1474675200,1474848000,1493856000,1494892800,1522713600"
5117,5117,"3422,2743,3394,3922,3439,3830","4.0,5.0,3.0,1.0,2.0,3.0","1432857600,1432857600,1453680000,1461369600,1461369600,1464048000"
7796,7796,"2250,2791,37,151,635","5.0,5.0,5.0,5.0,5.0","1418428800,1449532800,1449532800,1454976000,1480550400"
2774,2774,"1774,1661,1951,2630,2221,3364,3379","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1376611200,1400198400,1404518400,1443312000,1464652800,1464652800,1529366400"
424,424,"2969,56,162,1427,57","5.0,5.0,5.0,5.0,5.0","1446422400,1464998400,1464998400,1464998400,1464998400"
3281,3281,"1651,1568,902,1491,157,3068,2330,2060,1309,3423","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1414022400,1414022400,1414022400,1414022400,1442534400,1466380800,1466380800,1466380800,1466380800,1466380800"
6219,6219,"2444,2480,946,2341,1146,347","5.0,1.0,1.0,5.0,5.0,1.0","1466553600,1481500800,1481500800,1491609600,1497571200,1497916800"
6914,6914,"1638,3574,2423,1288,3958,720","5.0,5.0,5.0,5.0,5.0,5.0","1508803200,1508803200,1508803200,1508803200,1508803200,1508803200"
1590,1590,"2903,2902,2904,2900,2901,3439","5.0,5.0,5.0,5.0,5.0,5.0","1431648000,1437782400,1437782400,1437782400,1437782400,1525219200"
5092,5092,"3350,3151,2641,2189,1780,4180","5.0,5.0,5.0,5.0,5.0,5.0","1428624000,1428624000,1428624000,1428624000,1428624000,1530144000"
5134,5134,"533,1305,384,3354,1585","5.0,5.0,5.0,5.0,5.0","1433808000,1444003200,1452902400,1452902400,1460764800"
673,673,"240,3120,3307,1043,2894","5.0,5.0,5.0,4.0,5.0","1431129600,1519603200,1519603200,1519603200,1519603200"
5254,5254,"2900,3805,3874,3676,365","5.0,2.0,5.0,4.0,5.0","1468195200,1468195200,1473465600,1473465600,1473465600"
3899,3899,"2146,2178,1963,2148,565,1549,2938,1312,1305,3921","4.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,4.0","1384387200,1386892800,1397520000,1402963200,1408838400,1408838400,1408838400,1442880000,1442880000,1476576000"
5068,5068,"387,747,3590,453,1071,460,2479,3957,3248,1469,1315","5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0","1425340800,1425340800,1430179200,1430179200,1430179200,1430179200,1434672000,1457481600,1481587200,1502064000,1506556800"
7806,7806,"2451,1073,1426,3430,235","5.0,2.0,5.0,1.0,4.0","1449619200,1468022400,1468022400,1498521600,1498694400"
791,791,"136,3152,2435,1619,1427","5.0,5.0,5.0,5.0,5.0","1237161600,1465171200,1465776000,1516924800,1522281600"
4415,4415,"2879,3221,3824,3067,2895,3318,3949","4.0,5.0,4.0,4.0,5.0,2.0,2.0","1425945600,1434240000,1450051200,1450569600,1451520000,1451520000,1453507200"
1618,1618,"1917,3534,2796,1994,291,321,1038","2.0,5.0,5.0,5.0,5.0,5.0,5.0","1513382400,1518393600,1518393600,1518652800,1519257600,1519257600,1519776000"
3712,3712,"4317,4242,3627,2851,4025,4304","5.0,5.0,5.0,5.0,5.0,5.0","1511136000,1520467200,1520467200,1520467200,1520467200,1520467200"
7171,7171,"2156,2304,2570,2643,1791,3370,1305,1320,4156,2960","3.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0","1363737600,1373846400,1385510400,1388448000,1397692800,1434585600,1442966400,1443484800,1465344000,1480464000"
810,810,"102,2531,1292,3661,3277","5.0,5.0,5.0,5.0,4.0","1442880000,1442880000,1469491200,1479859200,1506470400"
7156,7156,"3026,890,1576,978,1724,1344,124","4.0,3.0,4.0,4.0,3.0,4.0,3.0","1486944000,1486944000,1486944000,1486944000,1486944000,1486944000,1486944000"
5856,5856,"3309,3718,2545,4042,3141,3142","5.0,5.0,5.0,5.0,5.0,5.0","1431129600,1469923200,1469923200,1486252800,1500768000,1503100800"
8303,8303,"233,2946,294,84,85","3.0,5.0,5.0,5.0,5.0","1403827200,1406592000,1417737600,1435276800,1435276800"
3095,3095,"3122,3118,3129,3133,3130,3126","4.0,5.0,5.0,5.0,5.0,5.0","1527724800,1527724800,1527724800,1527724800,1527724800,1527724800"
7108,7108,"566,119,1224,2025,44","4.0,5.0,5.0,4.0,5.0","1468540800,1468540800,1468540800,1468540800,1501545600"
2671,2671,"3582,3894,4227,3615,3613,3621,3623,3625,3624","5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0","1515542400,1533772800,1533772800,1533772800,1533772800,1533772800,1533772800,1533772800,1533772800"
6439,6439,"2896,3335,1091,3826,3621,3613,3616,3612,3623,3614","5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0","1491091200,1494115200,1500249600,1506902400,1535155200,1535155200,1535155200,1535155200,1535155200,1535155200"
359,359,"1993,2883,296,1209,1615","5.0,5.0,5.0,5.0,5.0","1424563200,1455667200,1456617600,1458000000,1464825600"
4190,4190,"314,535,2755,1288,2517,367,3791,3929","5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0","1450137600,1450137600,1451865600,1473292800,1480896000,1490054400,1493596800,1500595200"
663,663,"436,440,433,448,447,455,2860,3113","4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0","1445472000,1445472000,1445472000,1445472000,1445472000,1445472000,1522972800,1523318400"
7165,7165,"717,232,3634,4088,34","4.0,4.0,5.0,5.0,5.0","1373760000,1373760000,1474675200,1500249600,1500249600"
8205,8205,"365,2065,2756,3660,2897","5.0,5.0,5.0,5.0,5.0","1385596800,1401148800,1457740800,1497916800,1497916800"
3527,3527,"2522,1949,1158,2216,2112,1275,1440","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1404777600,1404777600,1404777600,1404777600,1404777600,1526342400,1526342400"
3630,3630,"4255,2902,3844,2894,3930,3101","5.0,3.0,5.0,3.0,5.0,5.0","1486252800,1486252800,1486252800,1486252800,1486252800,1486252800"
5780,5780,"1185,367,795,3788,2794,406,2341","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1377907200,1432512000,1476230400,1488931200,1488931200,1488931200,1497484800"
4400,4400,"3294,3078,3360,3040,4009,3676,3648,2672,3441,2896,3682,365,1011,2578","3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0","1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600,1458345600"
4144,4144,"122,1209,452,790,2236,206,1396","5.0,5.0,5.0,5.0,5.0,4.0,5.0","1470614400,1470614400,1483315200,1495238400,1495238400,1495238400,1495238400"
7883,7883,"347,197,2299,2299,2188","5.0,5.0,5.0,5.0,5.0","1234915200,1302480000,1463356800,1466294400,1488672000"
5931,5931,"3496,4380,3532,151,3258,3441,3576","3.0,5.0,4.0,5.0,5.0,5.0,5.0","1487203200,1487203200,1491177600,1494979200,1496188800,1496188800,1516233600"
769,769,"3139,2492,3125,2895,3128,2892,3547,2894","1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1466553600,1467158400,1467158400,1467158400,1467158400,1467158400,1467158400,1467158400"
8272,8272,"2887,866,4317,3166,3118,3120","5.0,5.0,5.0,5.0,5.0,5.0","1413676800,1432771200,1514937600,1514937600,1514937600,1514937600"
7762,7762,"1293,440,433,436,455,447,448","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1430524800,1458864000,1458864000,1458864000,1458864000,1458864000,1458864000"
3382,3382,"814,637,1082,379,3270,3270,610","1.0,4.0,5.0,5.0,5.0,5.0,4.0","1339459200,1399507200,1400025600,1400112000,1457740800,1457913600,1490572800"
1854,1854,"2665,1744,1261,3931,4312,2237","5.0,2.0,5.0,5.0,5.0,5.0","1412726400,1465257600,1465257600,1473724800,1473724800,1482883200"
4218,4218,"1668,4296,826,1209,1422,2104","5.0,5.0,5.0,5.0,5.0,5.0","1389916800,1407888000,1419724800,1457654400,1479772800,1506470400"
3789,3789,"1156,1450,1825,4046,2214,1074,111","5.0,2.0,4.0,3.0,4.0,5.0,5.0","1374192000,1462233600,1478822400,1478822400,1490313600,1518048000,1518048000"
5173,5173,"1102,505,502,171,2350,1744,3307,3863,364","5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0","1421020800,1436832000,1436832000,1441411200,1447372800,1464307200,1475971200,1477612800,1513296000"
2233,2233,"3624,2160,3901,2849,1810,3613","5.0,5.0,3.0,5.0,5.0,1.0","1504310400,1520985600,1520985600,1521072000,1521072000,1524960000"
4094,4094,"117,2299,2341,130,2979","5.0,5.0,5.0,5.0,3.0","1404172800,1447113600,1464307200,1479427200,1495497600"
221,221,"680,1353,1975,2518,1030,83,2444","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1411084800,1423094400,1423180800,1432684800,1499299200,1524009600,1525737600"
8433,8433,"1382,3006,2926,3989,2438","5.0,5.0,5.0,5.0,5.0","1365120000,1440806400,1460937600,1525824000,1525824000"
5192,5192,"3507,1631,3549,2468,3496,3897","5.0,4.0,5.0,3.0,4.0,5.0","1394755200,1454457600,1454457600,1454457600,1454457600,1454457600"
845,845,"41,2118,427,1970,43,2023,281,787,1743,4214,4248","4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1404172800,1404172800,1420416000,1421107200,1445904000,1448928000,1473120000,1473120000,1473120000,1483833600,1499817600"
7073,7073,"786,1323,470,120,1902,3380,3451,2433,1272,3038","5.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0","1375056000,1375056000,1388275200,1502582400,1504051200,1510617600,1511740800,1526601600,1527033600,1528416000"
5605,5605,"579,3195,2441,3414,2084,2928","5.0,4.0,5.0,3.0,5.0,5.0","1394841600,1415232000,1448928000,1458000000,1463356800,1465603200"
4639,4639,"3611,3643,3335,3852,4239,3411,2563,2765,2707,3422,2743","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1448582400,1448582400,1448582400,1448582400,1448582400,1448582400,1456272000,1461024000,1461024000,1478131200,1478131200"
6025,6025,"457,467,2523,3233,1104","5.0,5.0,5.0,5.0,5.0","1367020800,1367020800,1433289600,1456012800,1456012800"
1490,1490,"555,207,1930,3070,2590","5.0,5.0,5.0,5.0,5.0","1395273600,1409184000,1452124800,1464566400,1516838400"
5045,5045,"2933,4105,1228,1040,4103,1938,1385,2495,452,4334,3177,826,522","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1465948800,1494806400,1494806400,1511568000,1513036800,1513036800,1522886400,1522886400,1522886400,1522886400,1525651200,1525651200,1525651200"
6542,6542,"1548,2234,116,2842,772,960","5.0,4.0,5.0,5.0,5.0,5.0","1425513600,1427328000,1458432000,1458432000,1458432000,1502409600"
1137,1137,"800,1954,3666,43,42,636","5.0,5.0,5.0,5.0,5.0,5.0","1424736000,1437436800,1457136000,1471824000,1478044800,1478044800"
6132,6132,"2794,2795,2790,2970,2792","5.0,5.0,5.0,5.0,5.0","1481155200,1481155200,1481155200,1508803200,1532563200"
3157,3157,"191,3294,2940,1188,3539,2980,3799","5.0,5.0,5.0,4.0,3.0,4.0,5.0","1369440000,1430438400,1438905600,1440288000,1450742400,1506297600,1530403200"
3656,3656,"1228,1242,1081,2038,1233,133,414,2261","5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0","1335225600,1422748800,1469664000,1469664000,1470096000,1509321600,1516492800,1519603200"
4407,4407,"4287,4289,689,4358,4292,4291,4190,3242","5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0","1475020800,1475020800,1475020800,1480982400,1480982400,1482710400,1483401600,1490832000"
1413,1413,"162,512,577,301,300,164","5.0,5.0,5.0,5.0,5.0,5.0","1413417600,1413417600,1413417600,1413417600,1413417600,1413417600"
1623,1623,"105,1650,2368,2366,494,1166,2370,264,814,913,2908,605,347,1061,682,1220","4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1405036800,1408838400,1417132800,1417132800,1417132800,1417132800,1417132800,1428192000,1428192000,1429833600,1439078400,1455148800,1465171200,1465171200,1465171200,1465171200"
1917,1917,"1672,2865,1952,4296,2855","5.0,5.0,5.0,5.0,5.0","1446422400,1446422400,1446422400,1446422400,1446422400"
831,831,"1122,150,1533,1210,1196","5.0,5.0,5.0,1.0,1.0","1445817600,1446336000,1477785600,1494115200,1494115200"
210,210,"2217,2821,2831,4209,3828","5.0,5.0,3.0,1.0,5.0","1395100800,1485648000,1488326400,1492300800,1524009600"
5706,5706,"1824,3350,2672,2331,2898,2676,3542,2958,2957","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1430784000,1430784000,1430784000,1430784000,1430784000,1430784000,1430784000,1430784000,1430784000"
6988,6988,"771,2709,891,3453,2995,1726,3869,2475","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1454630400,1482105600,1482105600,1482105600,1482883200,1482883200,1491868800,1495497600"
2694,2694,"1490,1315,3055,535,1042,4103","5.0,5.0,5.0,5.0,5.0,5.0","1443657600,1443657600,1481760000,1485388800,1491264000,1505520000"
2946,2946,"212,1603,347,4237,4003","5.0,5.0,5.0,5.0,3.0","1413849600,1447113600,1456185600,1499731200,1499731200"
3827,3827,"959,2048,4211,2462,3482,3836,2307","4.0,5.0,5.0,4.0,5.0,4.0,5.0","1418515200,1485907200,1494028800,1509235200,1517184000,1518220800,1528588800"
2034,2034,"1649,3710,3640,2892,2895","4.0,5.0,1.0,5.0,5.0","1436832000,1466208000,1474675200,1474675200,1474675200"
618,618,"2451,117,876,1565,1564,1220,947","5.0,4.0,5.0,5.0,5.0,5.0,5.0","1390867200,1396656000,1396656000,1420416000,1428019200,1450137600,1452211200"
7103,7103,"2910,2911,3052,3289,3121,2915,3940,3174,2927,2929,3476,3699,4249","5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1417392000,1417564800,1420761600,1425859200,1429142400,1446163200,1457222400,1463356800,1463961600,1465862400,1496620800,1503792000,1516838400"
3514,3514,"3734,3666,1871,1876,3958","2.0,2.0,5.0,5.0,1.0","1502496000,1502496000,1508976000,1508976000,1508976000"
3249,3249,"3930,1354,3177,3991,2628,1651,3698","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1488844800,1492300800,1499212800,1499212800,1499212800,1514332800,1514332800"
4012,4012,"1111,1373,1996,1657,855","5.0,5.0,4.0,5.0,5.0","1438387200,1438387200,1438387200,1507420800,1507420800"
6907,6907,"2903,3267,2902,3637,3179,3519,1753,3691,3636","4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1481068800,1488412800,1490054400,1496361600,1496361600,1496361600,1498435200,1498435200,1508544000"
2679,2679,"372,2127,920,265,358","4.0,5.0,5.0,5.0,5.0","1426723200,1454198400,1471132800,1474848000,1474848000"
7868,7868,"3786,2903,3216,3660,3812,4112,3647,4166","5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0","1461542400,1461542400,1461542400,1462665600,1463875200,1468713600,1471392000,1501286400"
3908,3908,"1358,2291,4307,1092,3087,3676,4128","3.0,5.0,5.0,5.0,5.0,5.0,4.0","1430524800,1445904000,1473120000,1495152000,1495152000,1495152000,1495238400"
4854,4854,"3395,1430,2675,1353,1315,4020,3041","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1428364800,1434844800,1439596800,1477267200,1493078400,1496275200,1527120000"
